id,$a_{ss}$,$v_{ss}$,$a$,$v_{ta}$,$v_{fl}$,$v_{p2}$,$t$,X^2,bic
0.0,3.1291117573366787,4.92781165020746,2.991546798258874,0.6837506249977567,1.4802427833959497,7.756286636276942,0.3316273188664961,1.9140875579782959,1816.4504655841358
1.0,1.6031344738485838,4.550794114941237,2.830883411922154,1.2310620175582834,0.9890262680106264,7.681582915371916,0.30304190498473477,2.877649738002835,1803.2874029764478
2.0,3.2163124848846794,4.076591490683108,1.5404120417584914,0.5060062130950302,1.986561049552681,4.037441729188613,0.2908212666317499,20.13768339225373,2035.7905578191128
3.0,2.015193628087836,5.195531430444124,1.6788028713914496,0.7827017985315543,1.269106776365998,10.801793071298153,0.22709593741305195,0.8273137275358772,1840.8733814561533
4.0,3.682369839676576,2.8979776525963468,2.896169957349993,0.5022543132115987,2.194613709410433,4.074858499387444,0.23749928439729806,5.171169302045169,1967.299674242001
5.0,1.4552901150003268,4.933724358802213,3.476897928935509,0.5284686099425422,1.55526732566507,10.507930913081216,0.3090741076640984,1.886766819790612,1801.3707427157149
6.0,2.1925642515368264,3.153596797955692,3.6760679112184804,0.9596414425220843,0.7968552176596392,11.673235129108233,0.2994722691943511,0.8449779702767133,1791.2466890901933
7.0,3.2835133127006646,5.383665183414881,2.8782207459354914,0.7979847355578384,2.445077322707508,4.291942456827175,0.2658566805539523,4.159246533211022,1867.0836079311475
8.0,1.4278456699018158,3.680654925647426,3.4992744298437874,0.8742178057352419,1.891912487051599,8.301811229176892,0.3252279428975961,2.680244568769256,1812.1642304331165
9.0,3.1058825594814334,5.3247903762320545,2.2127016755923603,0.5688700957006987,1.8177090916483845,8.793253020421318,0.41855446356030934,5.573645642364563,1896.8640717187673
10.0,2.503707655668295,4.705145115617613,1.7588541023718935,0.7299517487343098,0.9776380832390027,8.687804454904606,0.35827916374719304,1.1028467057204208,1865.3938564650211
11.0,3.0670319949250517,3.5680132283534753,1.8239567446261062,1.0019237698383523,1.3071232740567509,11.129771289012629,0.24212379771464956,3.640741061197206,1918.270351624946
12.0,2.4008311744589728,5.498449340567204,1.4070068038542842,0.5010197215133668,2.285567713790931,5.762320610631075,0.24414375396241406,13.598925418820487,1981.817767086195
13.0,3.218256098015704,3.18735455886965,3.4421695588399337,1.0325881640036825,1.628354583756781,7.9372606790881,0.17555068008200042,8.60533613964748,1841.358626416655
14.0,2.50122920294149,3.070820703517933,1.4666638769732772,0.8444720432596449,1.4647433637701306,8.901334774780562,0.22130468595189942,5.7201277645020205,2001.1717309708324
15.0,2.883416381124916,3.3980722067297755,1.6176409833751981,0.5164359588874952,1.791796111802804,10.611043459205241,0.32745813221838793,4.887393172978199,2035.4976048690596
16.0,1.7820817116688676,3.84845321585553,2.9291889432387332,0.6918739091855655,0.7234180861274656,6.819058254761591,0.43973557477199127,0.5022001969053389,1799.9861760928293
17.0,3.4175590356570105,3.0641159818534334,2.0874650353121154,0.5191430651610437,0.679564941752975,7.158989518024082,0.28482659061094956,3.8679146002268068,1900.9097144275258
18.0,2.4121039707154917,3.8059739295985797,2.084739572024184,0.6112580988373353,1.137272274129608,4.275419023964434,0.3364348343907821,8.162245956462016,1870.1568650051868
19.0,3.6425609832972246,2.872324390110636,2.3931763160454933,0.5001458793077581,1.1549438906323304,6.319733354473385,0.44989039722159496,19.337544272789213,1977.3397480441067
20.0,1.7308349903661635,2.881337061939459,3.7713075938050067,0.9033229205320568,1.6606397013411769,6.247988933802359,0.16886850040022267,3.515552376487369,1817.0707437152307
21.0,3.6696241649222587,2.6135678466240777,3.192681921524364,0.8717218028738773,1.4741576102501406,6.1807417354157215,0.37740413549320007,4.210250997146836,1858.5459136092447
22.0,2.7452466694252475,4.0126973014976794,2.873762327233554,0.6524109501442708,1.7428989048078132,7.6963183530587465,0.44336492572777797,4.4925476909802615,1844.9823681711
23.0,1.4824195075910713,3.5535952204506067,3.551934161660502,0.9142127777896394,1.4608140642967733,6.877318989110819,0.17298129349390567,0.5725666509089143,1795.9793008347685
24.0,1.667986895341402,3.115244302107997,2.6056286271140126,0.5099131025032931,2.4591716180367893,6.566959033099115,0.4344420244553434,1.6812464816042318,1909.8309130542998
25.0,3.1434406513940996,2.5147297047116357,2.309523906543592,0.615699268177683,0.7119696555870894,11.015095516772185,0.2525242409846845,5.615939073389165,1851.4892565739847
26.0,2.4511523400304647,5.131768977965364,2.0064784555732276,0.8596656656240416,0.9021215521798858,7.502541288491415,0.3941632048984723,1.4434907974113682,1801.8532440358565
27.0,2.770306088911467,2.997847529427671,1.78644066086508,0.5054754733508238,0.7907083134450367,11.228830471002459,0.35419465220505386,5.100831552364324,1977.5413932620281
28.0,2.25003541736963,4.0965497890699725,3.488165140646505,0.5319012818841322,1.4269250277481818,6.827211470811306,0.19457650365970644,0.6187620403113488,1796.025496224171
29.0,1.585577966714506,2.574364284573438,2.0112265814924855,0.8593976689354474,0.5791833140219635,5.593013509888394,0.253158896125316,5.259506612755895,1839.9635809561623
30.0,2.897252427672528,4.023198300855199,1.4001250277219095,0.5381873650254151,0.7054429503223988,9.312929007572764,0.42510701528553596,21.12085029201466,2065.318134659745
31.0,2.2061761783491174,4.910169604653262,2.4250863991125247,0.7533894193592672,2.453609445006153,7.183681272386101,0.2479930103358117,1.4987067223398722,1844.6100269065078
32.0,2.419110841069964,4.657349975799606,3.7163670050306656,0.7987252130886147,1.3228519156498901,5.991192316962097,0.27811803771759835,2.215689473303477,1797.6224236571632
33.0,3.7615469188183295,2.8864240403954042,1.5170165292302122,0.5027900419424298,0.7830573114522096,4.359467243153745,0.3504431266220283,26.3135393861231,2111.1645092881818
34.0,3.572851785411143,5.074829171244658,1.6164532576503556,0.5039685332506461,1.5590793014192255,11.58034885033024,0.30093936179124775,9.731968376163236,1980.7565421329932
35.0,2.531537320645903,4.362861329385606,1.4477157772007299,0.5558942114698511,1.525173024657801,9.796721088257303,0.41716743091292147,2.994474085942919,1983.1042750015908
36.0,2.782215633175825,4.119037921633698,2.1559451250868835,0.9331524464269854,1.7008240993094654,7.0634154419078765,0.3166266806984212,4.180283572844856,1863.3437004625087
37.0,3.1463964240709323,5.4846063205362325,1.522721614841384,0.5597591809872041,2.041299551652039,7.2197039451972085,0.2939168685840671,3.7339208025174857,1989.9854637793087
38.0,2.791268151031323,4.883021570962998,2.4789634879418863,0.5384385719070925,0.9694603294281507,7.002335187381042,0.40370902772051975,6.156808296880232,1827.399913609449
39.0,3.2728460116414944,2.9942846594000043,2.8518402953875666,0.5277504847850927,1.746561179147211,6.837924628881092,0.4393276640592998,4.66619824560403,1941.462931736603
40.0,3.775976320891216,3.004001073594958,2.301651788963003,0.7275229989082763,0.9927500377236063,10.978802718820983,0.42171668817299257,7.043942806426935,1923.2605481743146
41.0,3.6307167722076885,5.221897646201207,1.637335582547208,0.5048012087878342,1.8647290882473855,11.731632771326275,0.19326148010784502,7.2419701555058555,1989.3149352620633
42.0,1.7941293269476772,3.630197627925198,3.3859770024299936,0.5462631977874643,1.1160655595140603,8.259922737692875,0.32425261260688354,2.359188853158277,1806.8441757701898
43.0,3.06107661380029,4.9285226032397365,3.5517675069414727,1.0274310156082602,1.309035919490218,6.334274474455439,0.319209104202771,4.094552935346943,1804.5043061737917
44.0,3.459903053548712,5.4939733079063,2.7284195224473935,0.6732781273491185,1.7391004194306563,9.17761832229504,0.2726322890827113,3.2901228838966015,1836.8279806860094
45.0,2.490132709476184,2.796174527702368,2.2026827408605976,1.256989002095472,0.6956079321774609,6.350731327155824,0.356647513649427,2.674733740388093,1816.2299250791316
46.0,3.4955247746813303,4.444382623437266,1.5915173469347175,0.5878732689618746,1.7946136030432114,6.566860913495586,0.35753395421881207,5.369697166066983,1993.7495490425545
47.0,3.1177203095032366,4.092279347125379,2.1892949954262373,1.4584856143777327,1.2150052194995395,7.4170516924968695,0.40921842321699187,2.468097569239637,1822.773340795987
48.0,3.76984281519419,3.9869896168918473,2.3890181609506294,1.2177473433945722,1.5162508794341352,10.41411226867887,0.368958047811803,0.49339242992191545,1831.015247193787
49.0,2.954026527631389,5.015715037101746,3.043085422079648,0.5128433316358845,2.221386522683215,4.575899444874755,0.4000090519756818,6.080721183370984,1847.5761220228794
50.0,3.076486626294021,3.4014765340463993,2.786252791120937,1.0459835650104985,1.3383080632742352,10.994066176518256,0.27037418118728296,5.6908160699982675,1823.9545641976536
51.0,3.1720331650873677,3.844023276015892,2.855110553849046,0.6304656224410525,1.2335892543380083,11.323747788327601,0.23392031183720993,3.8276546098902227,1846.2941217979637
52.0,3.5743098199862846,3.4527529444945,2.1635918752722048,0.6283665295769622,1.247001420714407,11.197163861571301,0.40902491930481605,10.672410719148356,1952.851940783989
53.0,1.849551742687983,4.033945829938672,3.5099795407291348,1.4651409767024912,0.7685081661027218,8.005172357639445,0.15746252074690242,0.08001600426792144,1790.4817271241843
54.0,1.4823319556262273,3.265171133302613,3.2377427383708106,0.6188197431720657,1.0657151246240408,7.150665978747217,0.2085966213313914,0.8805785211412218,1808.915538899203
55.0,1.9932874506176206,4.540053449128758,2.712730481548877,0.5001615100322772,1.8575963483172035,6.448774455156826,0.42668243742671774,3.578261773548692,1851.2047737756116
56.0,3.708716333920302,2.9656387730564333,3.13186608335849,0.920751669682677,0.9839386596337215,11.013881727415328,0.32859449161043464,5.683890539261076,1828.3012054696492
57.0,2.4077877942028243,3.3046569064191953,1.6089505274398308,0.8277465616523986,1.5859343697626382,9.870141668007715,0.37572978242307964,15.247705893769442,2013.2527768649693
58.0,2.1042036517431764,4.482010713495069,1.4001684761051032,0.6620946254203008,0.6363336148100349,4.944917416761166,0.160587429971715,7.429237733529433,1929.902681688141
59.0,2.608309984351973,3.8784301927454266,2.3969876967723764,1.0144776457116422,1.5291783589080403,9.017571318518687,0.22694222081882595,3.4123388018837346,1822.2685565423456
60.0,3.1891149905623806,3.005366641775306,1.7928108841121495,0.9398339356126904,1.2557505799485391,10.657901056036792,0.1749397734288884,6.419933706876244,1963.8921111557454
61.0,2.4862489371696013,4.061786399895701,3.348598202773583,0.9498864528524706,1.7044588835634757,5.980022437751854,0.21599404128735866,3.10702780226806,1814.3501474373709
62.0,3.402811292517768,3.1216030931073186,1.8137097658757702,0.6579937362733694,0.9863517109108302,9.456089012122458,0.2081730462173692,20.64143900450605,1971.7070778065959
63.0,1.505740963931777,3.357404681197263,2.5701929546442295,0.5922285754367986,1.7434012574234452,5.514907011312625,0.30506150201700566,6.900954690973409,1840.9525044111995
64.0,3.395245781825006,2.5379191803641517,1.5932286511769325,0.5413436939340791,1.111911806206337,11.057755225608087,0.3268673981457133,25.793160409735755,2112.883773699395
65.0,3.5672329555149305,4.533157808564285,2.173098884233264,0.511253445528173,1.1781004652492102,10.370634175217813,0.4497526177932251,10.436457188213929,1906.3745508888935
66.0,2.2051063953331584,4.02110003467995,3.0209689683023804,0.5741350525646263,1.570814977656518,5.561606876037467,0.23573574472575437,3.8110068312946828,1816.8429500262732
67.0,1.8392806182464012,3.1237736427977243,3.4343847690968983,1.2593476752653727,0.5074696987145583,5.5871536396668136,0.20521724793397228,3.355881107920971,1798.7626152917805
68.0,3.4445877820492243,3.2033823958855026,3.4579899116316857,0.735941084169625,0.8833502118558167,10.732050463041247,0.22497196254951257,2.348798971240631,1797.7555331551
69.0,2.190369934849124,3.866624190814533,1.6769260143464777,0.812189462391439,1.0616350561654622,7.0464328631212245,0.261201973754998,1.4993662869994997,1869.0065755503672
70.0,2.3687708881862743,5.4550009504568955,1.6713787150649027,0.5842441564730616,1.478117461428451,9.55658371118228,0.20838601432049275,3.737263480585107,1900.9955503468732
71.0,2.251829480588636,4.807143806813816,2.7700694649396835,0.6597461639216,1.1860820734050406,7.220327136447944,0.40186195641207845,2.5543972153891623,1810.5893575934508
72.0,1.5652466525467044,3.1337577713341096,2.6690419578388567,0.511746122501971,1.2708308579779635,6.738161161042885,0.369712883586957,1.0841661218257652,1824.3388241711666
73.0,1.758701484367947,3.428985116780394,1.4225007573816109,0.8466762856087546,2.486824687034044,6.303752482381657,0.42665752282892944,0.6501552532147654,2012.1033343363447
74.0,3.683467776724087,2.839478057435269,2.5310724539696103,0.8743427704940534,1.1676249537795276,10.348707880487915,0.23199602542923287,2.942704216920373,1861.767825521746
75.0,3.761748165033965,5.397338653586443,3.055004571983076,0.8933655385466654,1.309506266215791,7.139189659190972,0.39251567521495334,0.8332068276318103,1800.3171827235558
76.0,3.781045489210242,3.6102483521518534,2.640731080289255,1.491047298651939,1.8937878527806162,10.703669274782204,0.21842457856740985,1.1869014158554905,1837.3286087475983
77.0,2.117670424974225,3.632506576991465,2.339816195557414,0.7263278856031049,1.8880179438326548,9.782521720906427,0.42333386586755134,2.658776802862347,1849.27485990887
78.0,2.4527566764026094,3.828528746934433,2.477343112280252,0.9015111312039772,1.756824084724245,4.91928287350399,0.4187989042797122,7.223424947874118,1877.9701139209114
79.0,1.7208357743113942,2.5054391242189604,2.012570332176152,1.1786395210622072,1.6999243896116647,5.289396983443661,0.30154229652040526,1.1988180842343885,1896.2568845049411
80.0,3.6604510638741568,4.588148027833386,2.3036092115196025,0.5410787091259932,1.034968997530895,7.603960080337443,0.3733196124341076,2.9833762370356522,1858.2358115925151
81.0,1.9300299573495217,5.004905369530208,1.4731474881030613,0.8611853085068044,1.062293647380614,7.760855432698261,0.3962062302795347,2.7588652378717367,1878.4458160411657
82.0,1.8965116397969113,4.335384762022313,3.6323096417965157,0.6093088260464341,1.652985437462751,8.028566872667007,0.4064380162006955,4.414727604326456,1809.825491863879
83.0,3.5794630997185335,5.436207765548905,1.4391899268652555,0.5881343678167386,2.49646043908474,9.608721161440481,0.4040525877579788,6.859441988198899,2019.6042914145505
84.0,1.966648806530067,4.953733285765164,1.401992478824824,0.5371428352143548,1.1942236191988824,7.676749401527181,0.308757298120559,12.131721233481032,1964.4830579047941
85.0,2.62937464330607,3.0083605809220106,2.004601489925901,0.8894080903572463,0.9997270378137944,10.977917567115355,0.3879113118392329,6.928197082177087,1871.2642502953888
86.0,1.9984043821600679,3.903243431679272,2.590997368301488,0.500091969290297,1.704624481576982,7.003656106600447,0.4497207446967333,9.10317266581235,1866.9863075669282
87.0,3.038714979776689,3.6547250197659342,1.9134652339722487,0.5059349529687613,2.000925575873212,4.498148941495568,0.18385323990567354,7.732831460913238,2002.2405116538355
88.0,2.100421210477578,4.185261713932449,2.3369775833279114,0.5722382099672514,1.1760704341619366,9.238523485592797,0.18600127959717938,1.9047776653646031,1801.3887535612885
89.0,2.7281202615248783,3.029699398812361,1.7400228318297524,0.7769008097798888,0.9765062582350882,7.825167265107666,0.42476828444369824,5.6682582079724115,1938.2951967523481
90.0,3.154470672166223,2.6601944634409067,2.2377280666851993,0.793385254006967,1.6904968413388264,10.085596435467593,0.38858052016904726,5.3795365683156735,1961.8171310779921
91.0,3.798856402415767,3.676257920909152,3.6079624831823356,1.0881268006335478,1.2596213938330183,11.47788142775238,0.4198409246351877,1.9784054734014251,1792.3801165933176
92.0,3.649569116796747,3.818442244108756,3.5164354436230045,1.1529657805825675,0.5460731014675719,6.707702877436873,0.27844774817037565,0.4935186081383147,1790.8952297280546
93.0,3.3809290337074294,4.160439877592726,1.7119946863956397,0.5572717058147756,0.7852526446031076,11.60306914144353,0.1602926622675303,3.560639830298298,1967.3068903789572
94.0,3.491345637935053,5.468396068348784,1.9951227568617762,0.7610638451180127,1.7587452606100207,10.759585565953255,0.4186165735353302,1.7193344290688286,1917.0018171047645
95.0,3.6925991813182875,3.701691908963177,3.6976010060883553,1.0582878076842888,1.7574923526577164,4.532867351894441,0.18845783008768469,6.212922496534038,1831.7885597726026
96.0,3.526930946797561,4.5060412050941006,2.012904749664492,0.697776011042413,2.342267877045587,6.899858089794943,0.4450908883290656,7.124585246936803,1970.060521423371
97.0,3.169982351895918,3.3955200552162577,2.635061191773552,0.6576094199737479,2.3474178214386723,7.38916642191238,0.3680199371305529,6.164457787661002,1943.9469981910022
98.0,3.018254774470199,4.742715818064665,2.6676209045941057,0.6852924801813151,0.868357940088835,4.4893972158440425,0.44458058659782285,5.14806089482776,1827.0856460520906
99.0,3.54451168840269,4.4366157353480125,2.1999337145691555,0.6697748622317878,1.036554850810615,11.707780042542977,0.3525066353248003,1.8306787093008432,1855.0149717841748
