id,$a$,$p$,$sd_a$,$r_d$,$t$,X^2,bic
0.0,1.8767477170273226,2.007569382772486,2.1961965691346563,22.072706119223987,0.3437910796883917,32.840339634660715,1896.0557583772854
1.0,2.621890838158951,3.860953707870636,1.0712236120328398,17.087030240778994,0.4330024672922015,2.2507266674007402,1781.6095159515928
2.0,3.6091714306054747,4.21920085118855,1.17709664164912,12.367421390728701,0.29886111785525954,12.48735549412628,1791.8461447783181
3.0,2.8385190058108494,3.084684187587465,1.7772462913675364,22.640646088724395,0.31199498156120464,6.593442161782175,1785.952231445974
4.0,2.797194871845326,2.492019168898021,1.3325270443779669,13.229177242224674,0.21386742952383123,7.125492835297215,1786.4842821194893
5.0,1.7152749930598632,2.64036624244315,1.347133218756439,16.608179567050588,0.178621138663954,13.854625040504914,1808.2264795071687
6.0,2.836895424031486,4.011933428582972,1.8388163486846456,24.680109412160128,0.2607478554645547,11.228145560034207,1790.586934844226
7.0,2.6924565733516075,2.0009270136383255,2.381158169545704,13.187391997523697,0.17134491839697558,13.092501395426805,1807.4643558620908
8.0,1.5362994112798514,4.606577032790481,1.345701735443627,24.601185299640434,0.4448184820371972,14.619408247609906,1803.9862396503306
9.0,2.248139640050442,2.014262532515734,2.30539215442182,11.808472916898735,0.26230615796363904,55.42445658013315,1886.2266456573807
10.0,3.1323871739491644,4.396952714761796,1.3391332901642679,13.413597837943744,0.23204416866209263,5.553514117767194,1784.9123034019592
11.0,2.775697006826559,2.182154886785338,2.421122138376199,14.594796751379814,0.2504940388975354,7.75739613629516,1797.124227539016
12.0,2.751575027053352,5.20102226124707,1.6119412622045994,12.006460252291966,0.4112778735370963,4.2914873004305925,1783.6502765846226
13.0,2.488878915276021,2.469046949879158,2.420031462721308,21.99361986272206,0.18457376939089973,5.819860246896609,1790.1836725950316
14.0,2.3715378192308605,3.6794903934633814,2.265989380769633,11.108956400441755,0.22982532907889078,9.832542874760676,1823.0600110100743
15.0,2.9121684442600526,2.8051422627797176,2.229045929141764,21.39847705342529,0.3630898393285,2.724846213891364,1787.0886585620267
16.0,1.7991006028539949,2.119218616081728,2.535702220676109,16.836594708530704,0.1605369601372572,20.02712675341424,1896.552561832907
17.0,2.9698880973207107,3.0327966138046194,2.211397765243109,10.099330757625157,0.18792974710245292,5.662327646449554,1802.654366188787
18.0,1.2715947887972314,4.317662672819567,2.461219912775195,12.801163543911208,0.1053310853818947,12.925687438314831,1875.0009940274806
19.0,1.6212314639072343,2.330799193651976,1.9927811142655933,19.670924233191418,0.2664110594354131,34.601370270793254,1928.036321006161
20.0,3.248592978941116,3.1618144165240665,1.9158309860291567,17.864257239149754,0.29827363933730955,7.373494648165299,1786.7322839323574
21.0,2.7349278489380366,2.002270603086946,2.379801642462062,17.047718059692325,0.3809819154040297,18.19168719310464,1824.2680025852424
22.0,3.0199965065434045,5.498020719251843,2.391041423275611,17.61360688227044,0.29679837299326,13.721119233526597,1793.0799085177184
23.0,3.535603005261457,2.5800306005650104,2.3435760995800665,12.214201653119272,0.4239492293078485,4.874497536495921,1784.2332868206877
24.0,3.960111018683536,2.7012015311951942,2.1906476594167144,25.49049737141763,0.3477024629303306,1.9582220330809594,1781.3170113172728
25.0,2.228602313587217,3.5457163630393183,1.4378045681882514,23.661972797565497,0.3267600646332463,9.140313283659655,1788.4991025678514
26.0,3.3982100486410944,3.836726485410921,1.3537821574795272,23.521656838726905,0.24290658198080994,6.711295215658958,1786.0700844998512
27.0,3.413194207713636,2.002046769497981,2.102010450124893,10.264612580169775,0.2658126525370712,39.201398325686476,1847.360086703439
28.0,2.0790708893416,2.32775582244841,1.8396968556709166,16.429077247032765,0.2077311522282171,11.594477207930723,1851.4262855846805
29.0,3.0609830183387468,4.574376576798436,2.4996514904629694,18.652023740391996,0.3205370223524075,3.885177447176009,1783.243966731368
30.0,2.1869292535196587,3.2404645601763624,2.3023517196776964,15.007020555040128,0.2525613427937617,12.049243843365884,1840.3160464179148
31.0,2.252314023859172,4.307206450935193,1.7836740690558075,20.112357864700673,0.1517774692023764,19.467826090544737,1798.8266153747365
32.0,2.0087964278699193,4.196510617423695,1.8043864876208742,13.632761833443759,0.17967899238077925,5.773401875169329,1838.6465603828833
33.0,1.541322532733608,2.6482759245680567,1.018437294831405,25.269089431547194,0.1818256679334489,19.042538273266516,1834.2517892122812
34.0,2.6392532996343534,4.724653930853463,2.2891849179159895,13.90998220305098,0.40152567672703193,5.319066622058443,1789.6828789701935
35.0,3.686766013880207,2.7217626307705687,1.2784707623916574,10.66186637519009,0.3572889022160294,2.6747095399710314,1782.033498824163
36.0,2.384724852313884,3.8961996701122428,2.5697982333553746,11.3066106548812,0.1849549834499501,11.130612545511966,1844.367127114588
37.0,3.748962634595959,2.071195969241869,2.1552898717696527,13.325247117094854,0.3464935463851,1.4133982357200123,1785.777210583855
38.0,1.4433823238760584,2.867539256052206,2.579079222193936,10.138260625172522,0.15114493841492102,14.525695158194651,1900.3314430587454
39.0,1.879278106003499,2.1798835020878125,2.3102701058716204,18.97589649298594,0.1695149970393744,21.66993520510351,1869.405781717687
40.0,3.134578215315419,2.837661777296742,1.8444555305916688,17.58157308368908,0.19622639723973392,4.734726656219712,1784.0935159404116
41.0,3.3028493314808816,4.453414758199539,2.564592543128944,11.121736332105563,0.370569937024148,6.351951422520507,1785.7107407067124
42.0,1.7180456730169502,4.590447495570022,1.4028096591445292,16.156967595496305,0.28398288649504727,7.582918560187847,1796.0239726203872
43.0,3.01498085592485,2.1430230259977394,2.3527875349397385,15.11882941832803,0.25887506917365677,6.449511626230408,1795.8183470383085
44.0,2.408684712396174,5.2969044110958645,2.3083113686858714,25.9295375480067,0.25436550066855346,7.488722578375101,1786.847511862567
45.0,2.54900574504571,2.0635604841398862,2.192377953933493,15.066567462478561,0.3791208112441199,8.338135508721711,1797.7069709208
46.0,2.35913376196159,3.6497924306270817,2.5756693390511103,15.478155316593647,0.29826394550520435,15.45798996947627,1830.661192500906
47.0,3.4912089195963,2.568339997095117,2.398465125782102,11.58379528362008,0.32598177916698523,4.240153868202176,1788.603966216337
48.0,3.2066343441419654,3.7663690236008325,1.8269704862897256,25.33937958048811,0.28650750782817036,5.421320160518416,1784.7801094447102
49.0,1.3234790444016773,4.893599888099899,1.2323037146286278,13.876254075284377,0.42602248885545496,6.84950759682976,1791.2133199449647
50.0,1.5386265797444298,4.203697561220658,1.5220399723583018,14.956092475790982,0.2089166565799691,13.384879573386817,1863.9787601782612
51.0,3.495919922698838,2.9187483750707557,2.236010178826151,14.742306496420687,0.33168498630966115,2.944453298495322,1782.3032425826873
52.0,2.9743505833547754,3.6804005424822357,1.9609899039397796,25.942138012894855,0.2419271440927291,1.53660942440652,1780.8953987085986
53.0,1.8804490625288925,4.0837514713789345,1.021476043199761,25.311886407910038,0.4017334385836811,5.280117096054225,1789.6439294441893
54.0,2.045699271106793,4.6567760161573775,1.5799053572530448,19.578760556017823,0.343459119787489,17.62808969548541,1806.0691437556852
55.0,2.15506937557351,3.4949823832659117,2.5481033260221446,17.406192697902277,0.2417055855414279,9.57553604855709,1801.5685756435792
56.0,3.0633025666309277,3.8970423851865568,2.455377256583699,19.111965592973334,0.16789135381798403,3.9202247261106495,1783.2790140103027
57.0,2.088241973515679,4.824388624680202,2.3781375383858268,23.68521827294139,0.21486210869624367,14.5707598795921,1861.3981567243447
58.0,1.9329825676760095,2.616644185064347,1.7157628423632003,11.39675216846271,0.3130732222468311,19.139836159739474,1832.6130796718187
59.0,2.212910400225825,2.434795155293883,1.5202291223853823,10.592379208157602,0.19272124591338605,22.887027837455733,1836.0386545358508
60.0,1.9985748776308287,3.5905954910213853,1.453179981752428,22.129664630120097,0.2850632177296584,24.843586772666043,1828.2896738652316
61.0,3.0635457028981086,3.717933097631102,2.163015748619181,11.927247177075659,0.18276911980959926,4.68800877075328,1793.1290628309528
62.0,3.5299873619671684,2.0018568542613746,2.5081843611089654,11.464569320874613,0.4259085410117768,14.671796562281031,1817.196126419596
63.0,1.4223093814789698,2.6465114657843265,1.2587036283300421,14.917750074707849,0.2562606888591492,16.619919796898703,1856.7844587801947
64.0,2.370592070529591,2.0004096545039802,2.483549733746558,20.291312566550978,0.2438781181572134,15.19813180900222,1813.6452199542528
65.0,1.872137500421774,2.090230242062797,2.2184954458344945,22.403425326690567,0.42904307895966204,61.822190864235516,1914.4719209130587
66.0,3.6842132636763205,2.7916143568190703,1.514584410200294,18.36945450332027,0.253112096125029,4.605944944357381,1783.9647342285493
67.0,2.6460099465803353,4.132579897380019,2.461184223109548,13.307661883122433,0.3812922596972127,11.714021969485568,1803.7070615645075
68.0,2.1535257784053314,3.7697762288088836,1.7826971448449693,16.855769319952334,0.3786619566632585,14.289349203940493,1811.2813877462777
69.0,2.508792624918223,3.8296934960628617,2.4940047225966273,15.316223307599778,0.2302760404449506,10.728573846632125,1795.0923861947672
70.0,2.073199496839685,4.738322684270823,1.2668800972976118,11.853300630370812,0.15912392629189925,11.915119901278864,1791.273909185471
71.0,1.9731171844093602,3.801069001882677,1.22619735997645,11.361779429385964,0.3716054207439451,4.174141378948465,1788.5379537270837
72.0,1.9365489308844368,3.222673664090686,2.51717269939523,17.818211564573694,0.40941875469770284,8.164682272111119,1796.6057363323107
73.0,3.7379984621034685,2.00366556391696,2.4197824495168145,19.97554463822389,0.19561340774028277,8.681049482166213,1788.0398387663583
74.0,2.4245147357441885,3.806400614853981,2.166331997387496,24.70944624867762,0.2872603504782957,15.121469823368924,1819.4973543657259
75.0,2.214596901203098,2.0032831549058114,2.376338718282116,15.994679913946696,0.26290736015985816,49.33136359976962,1881.8868818562796
76.0,1.6056704216311977,4.379740890937954,2.244552642170638,10.173026362972466,0.08934560597473457,8.347741485329918,1876.9101508389479
77.0,1.4150784799280536,4.109326671615374,1.6112136429219623,12.39067578995966,0.28778383705421334,17.44593773733948,1819.4429993436197
78.0,2.8904246167013365,2.053944332473672,2.078886179371275,12.312109607621652,0.37063612139733976,18.9506333607931,1826.4739621654232
79.0,2.3809129028787757,5.036205692684897,2.042359234428528,15.612589300267683,0.3897058474244859,28.66689243542408,1829.5777075146343
80.0,2.7695120782318026,2.76976253532686,2.5771059884206258,13.04167949333442,0.305030449107152,7.066449348339319,1796.4352847604175
81.0,3.6349156197511037,2.2711061555245617,2.5430987724239436,21.692732669812045,0.34911502161626096,2.7876869274217553,1782.1464762116138
82.0,2.6891553310605487,4.7761317663366745,2.3212835394727813,12.13521116222698,0.24469559992689227,5.201495775500133,1815.6386511954984
83.0,1.880981461243671,2.595807066057488,1.9912645124731636,12.99591056982298,0.34651946115955456,11.519113925225163,1836.5078186805351
84.0,2.0104322511438104,3.5015146357766733,2.4256711526465895,19.2544653609814,0.34786041395402645,14.462425491860815,1817.61609080567
85.0,3.175463162120003,5.016111553338797,1.8055732073712039,22.638971105941728,0.4444922468556376,9.224766255527776,1788.5835555397198
86.0,3.4436491550209767,4.870028149725807,2.185613177888142,19.730508313838367,0.2328187005362445,4.01647930308046,1783.375268587272
87.0,2.3258014519763734,2.025116169098384,2.0825353073364656,12.845841614815923,0.3867294981933244,51.79678395833417,1899.9432242226792
88.0,3.637494322354452,4.520374677244118,2.4126071130709836,18.177262468279615,0.4384375739395551,9.459089050586691,1788.8178783347787
89.0,1.4686507062829008,4.129115905214572,2.4407964020737967,10.764361659240427,0.15048228487806783,15.88366014556209,1864.2439243536053
90.0,1.1933610657022973,2.0096138122583738,2.508541109861369,15.45377082436583,0.22720415557115264,32.78734157063209,1949.8681390910829
91.0,1.35977675268051,2.4579261850584873,1.3636314731938277,11.77859694207416,0.20125175134321746,17.73532512437125,1859.046193650241
92.0,3.33368504383129,4.405006110368552,1.4888984623784975,13.69770056421962,0.388233950824833,8.44895637794481,1787.8077456621368
93.0,3.496555849987299,2.2413572679411042,1.6318440934812042,14.613112590935115,0.25486531257924827,9.103151092643758,1788.461940376836
94.0,2.607856827755157,3.9406623916557315,1.4339643515155371,25.47960029912523,0.24667381035644537,2.382733200780666,1781.7415224849726
95.0,2.325995573719842,2.0410954421606524,2.0307924342424606,24.92780184563845,0.3873080557910705,9.832364333064103,1808.273428361687
96.0,1.5567095955875758,3.7194315113661442,2.3315334743319367,16.295564243471688,0.18405802134055796,22.114906269262047,1845.3504165231045
97.0,3.108684061713968,5.117948669574861,2.591066052974125,25.724469152136276,0.1687073968669174,7.873347713728281,1787.2321369979202
98.0,3.514300520813306,4.2215410707194145,2.465181524504884,14.415586527210717,0.24486735408632343,3.9439968639271026,1783.3027861481191
99.0,2.4517340761943034,4.521284322333315,1.0228119467625003,24.370997072657964,0.39593876841940706,7.016505949918919,1786.3752952341108